기준시간,개표율,개표수,윤석열_득표율,윤석열_득표수,이재명_득표율,이재명_득표수,표차
2022-03-09 21:17:00,0.3,101526,37.66,37445,59.42,59081,21636
2022-03-09 21:24:00,0.49,167718,40.21,66673,56.77,94131,27458
2022-03-09 21:25:00,0.51,174209,39.84,68603,57.16,98425,29822
2022-03-09 21:26:00,0.56,189358,40.35,75548,56.64,106039,30491
2022-03-09 21:27:00,0.58,197321,40.83,79648,56.12,109467,29819
2022-03-09 21:28:00,0.61,207564,40.88,83879,56.06,115017,31138
2022-03-09 21:29:00,0.63,215757,41.32,88130,55.63,118652,30522
2022-03-09 21:30:00,0.69,235692,42.39,98806,54.54,127115,28309
2022-03-09 21:31:00,0.73,247501,42.69,104474,54.25,132753,28279
2022-03-09 21:32:00,0.77,262014,43.05,111534,53.89,139611,28077
2022-03-09 21:33:00,0.85,288562,43.0,122704,53.96,153997,31293
2022-03-09 21:34:00,0.9,306557,43.11,130694,53.87,163314,32620
2022-03-09 21:35:00,0.98,333901,43.19,142643,53.77,177594,34951
2022-03-09 21:36:00,1.03,352114,43.42,151256,53.54,186500,35244
2022-03-09 21:37:00,1.09,370098,43.59,159613,53.36,195416,35803
2022-03-09 21:38:00,1.15,393421,43.64,169933,53.33,207643,37710
2022-03-09 21:39:00,1.23,417610,43.35,179210,53.63,221700,42490
2022-03-09 21:40:00,1.32,448872,43.75,194390,53.23,236493,42103
2022-03-09 21:41:00,1.41,480241,43.62,207356,53.36,253656,46300
2022-03-09 21:42:00,1.45,493374,43.76,213724,53.22,259935,46211
2022-03-09 21:43:00,1.54,525671,43.56,226703,53.42,278031,51328
2022-03-09 21:44:00,1.6,546677,43.36,234716,53.62,290222,55506
2022-03-09 21:45:00,1.69,574360,43.65,248237,53.33,303317,55080
2022-03-09 21:46:00,1.73,589768,43.75,255522,53.22,310827,55305
2022-03-09 21:47:00,1.8,613368,43.64,265109,53.34,324029,58920
2022-03-09 21:48:00,1.85,630573,43.6,272310,53.39,333444,61134
2022-03-09 21:49:00,1.94,661456,43.52,285119,53.45,350153,65034
2022-03-09 21:50:00,2.04,696257,43.51,299968,53.46,368602,68634
2022-03-09 21:51:00,2.09,712480,43.45,306586,53.52,377654,71068
2022-03-09 21:52:00,2.18,741453,43.87,322185,53.09,389865,67680
2022-03-09 21:53:00,2.28,776902,43.97,338339,52.99,407767,69428
2022-03-09 21:54:00,2.35,799831,43.88,347605,53.07,420397,72792
2022-03-09 21:55:00,2.45,833141,43.71,360647,53.25,439350,78703
2022-03-09 21:56:00,2.53,862398,43.71,373367,53.25,454846,81479
2022-03-09 21:57:00,2.63,894421,44.07,390395,52.88,468424,78029
2022-03-09 21:58:00,2.7,919402,44.06,401215,52.89,481591,80376
2022-03-09 21:59:00,2.78,945606,43.99,411961,52.95,495897,83936
2022-03-09 22:00:00,2.92,993892,43.93,432394,53.0,521679,89285
2022-03-09 22:01:00,3.0,1021334,44.17,446752,52.77,533728,86976
2022-03-09 22:02:00,3.1,1056379,44.36,464077,52.57,549948,85871
2022-03-09 22:03:00,3.27,1113161,44.68,492606,52.24,575953,83347
2022-03-09 22:04:00,3.35,1141530,44.71,505500,52.21,590289,84789
2022-03-09 22:05:00,3.44,1171392,44.89,520838,52.02,603558,82720
2022-03-09 22:06:00,3.56,1211874,45.2,542483,51.72,620728,78245
2022-03-09 22:07:00,3.65,1242554,45.25,556804,51.66,635696,78892
2022-03-09 22:08:00,3.78,1286652,45.1,574766,51.8,660125,85359
2022-03-09 22:09:00,3.91,1333795,45.06,595340,51.84,684892,89552
2022-03-09 22:10:00,4.04,1376530,45.15,615607,51.76,705699,90092
2022-03-09 22:11:00,4.14,1411886,45.12,631018,51.78,724105,93087
2022-03-09 22:12:00,4.3,1465600,45.41,659292,51.49,747629,88337
2022-03-09 22:13:00,4.42,1507101,45.53,679814,51.37,767052,87238
2022-03-09 22:14:00,4.56,1552231,45.6,701270,51.28,788593,87323
2022-03-09 22:15:00,4.7,1601470,45.43,720862,51.45,816322,95460
2022-03-09 22:16:00,4.82,1642868,45.68,743501,51.2,833428,89927
2022-03-09 22:17:00,4.98,1698329,45.64,767812,51.24,862151,94339
2022-03-09 22:18:00,5.05,1719960,45.68,778292,51.2,872414,94122
2022-03-09 22:19:00,5.24,1785601,45.55,805753,51.33,907872,102119
2022-03-09 22:20:00,5.36,1826905,45.46,822650,51.43,930696,108046
2022-03-09 22:21:00,5.45,1856786,45.49,836754,51.39,945206,108452
2022-03-09 22:22:00,5.61,1912968,45.62,864428,51.25,971179,106751
2022-03-09 22:23:00,5.82,1983227,45.7,897853,51.16,1005142,107289
2022-03-09 22:24:00,5.96,2031259,45.75,920696,51.1,1028251,107555
2022-03-09 22:25:00,6.08,2071838,45.84,940859,51.02,1047118,106259
2022-03-09 22:26:00,6.26,2132615,45.94,970572,50.91,1075672,105100
2022-03-09 22:27:00,6.36,2168261,45.93,986659,50.91,1093652,106993
2022-03-09 22:28:00,6.56,2236539,46.07,1020846,50.78,1125062,104216
2022-03-09 22:29:00,6.66,2268281,46.04,1034764,50.8,1141558,106794
2022-03-09 22:30:00,6.84,2330866,46.2,1066992,50.64,1169464,102472
2022-03-09 22:31:00,7.06,2405489,46.24,1102102,50.6,1206090,103988
2022-03-09 22:32:00,7.19,2448515,46.29,1122984,50.55,1226411,103427
2022-03-09 22:33:00,7.39,2518368,46.4,1157828,50.44,1258626,100798
2022-03-09 22:33:00,7.53,2567165,46.47,1182246,50.35,1280951,98705
2022-03-09 22:35:00,7.71,2627091,46.54,1201893,50.28,1298442,96549
2022-03-09 22:35:00,7.79,2653265,46.5,1222441,50.32,1323099,100658
2022-03-09 22:36:00,7.87,2679897,46.54,1235837,50.27,1334981,99144
2022-03-09 22:36:00,8.01,2728926,46.63,1260803,50.19,1357124,96321
2022-03-09 22:37:00,8.15,2778405,46.68,1285165,50.13,1380036,94871
2022-03-09 22:37:00,8.21,2795972,46.68,1293219,50.13,1388704,95485
2022-03-09 22:38:00,8.29,2822969,46.72,1306929,50.08,1400710,93781
2022-03-09 22:38:00,8.44,2875032,46.73,1331340,50.07,1426353,95013
2022-03-09 22:39:00,8.55,2914720,46.7,1348612,50.11,1447126,98514
2022-03-09 22:39:00,8.7,2963307,46.65,1369888,50.15,1472500,102612
2022-03-09 22:40:00,8.81,3001721,46.66,1378298,50.14,1480993,102695
2022-03-09 22:40:00,8.86,3018259,46.69,1396533,50.1,1498457,101924
2022-03-09 22:41:00,8.94,3046437,46.75,1411360,50.04,1510645,99285
2022-03-09 22:41:00,9.05,3083794,46.69,1426696,50.11,1531099,104403
2022-03-09 22:42:00,9.16,3120165,46.68,1443266,50.12,1549550,106284
2022-03-09 22:42:00,9.34,3182726,46.66,1471651,50.13,1581228,109577
2022-03-09 22:43:00,9.4,3201728,46.7,1481573,50.1,1589487,107914
2022-03-09 22:43:00,9.56,3257618,46.64,1505566,50.17,1619510,113944
2022-03-09 22:44:00,9.7,3304266,46.68,1528747,50.12,1641239,112492
2022-03-09 22:44:00,9.81,3342168,46.68,1546112,50.12,1660172,114060
2022-03-09 22:45:00,9.91,3376452,46.77,1565117,50.03,1674051,108934
2022-03-09 22:45:00,9.98,3401860,46.74,1575891,50.06,1687708,111817
2022-03-09 22:46:00,10.24,3489607,46.71,1615465,50.09,1732336,116871
2022-03-09 22:46:00,10.28,3503854,46.7,1621810,50.1,1739734,117924
2022-03-09 22:47:00,10.55,3592831,46.55,1657731,50.25,1789402,131671
2022-03-09 22:47:00,10.67,3634501,46.6,1678768,50.2,1808359,129591
2022-03-09 22:48:00,10.85,3698261,46.6,1708222,50.2,1840200,131978
2022-03-09 22:48:00,11.0,3749361,46.6,1731918,50.2,1865636,133718
2022-03-09 22:49:00,11.03,3759107,46.62,1737005,50.18,1869922,132917
2022-03-09 22:49:00,11.15,3797747,46.64,1755911,50.16,1888150,132239
2022-03-09 22:50:00,11.26,3835214,46.64,1773305,50.15,1906695,133390
2022-03-09 22:50:00,11.47,3906411,46.53,1801978,50.26,1946405,144427
2022-03-09 22:51:00,11.57,3941918,46.5,1816986,50.3,1965525,148539
2022-03-09 22:51:00,11.74,4000223,46.57,1846975,50.22,1991615,144640
2022-03-09 22:52:00,11.88,4048609,46.47,1865249,50.33,2019962,154713
2022-03-09 22:52:00,12.08,4116772,46.56,1900069,50.24,2050396,150327
2022-03-09 22:53:00,12.11,4126004,46.59,1905459,50.21,2053796,148337
2022-03-09 22:53:00,12.29,4187522,46.64,1936423,50.16,2082147,145724
2022-03-09 22:54:00,12.46,4245780,46.68,1965073,50.11,2109266,144193
2022-03-09 22:54:00,12.62,4299582,46.68,1989828,50.11,2136095,146267
2022-03-09 22:54:00,12.65,4309182,46.67,1993735,50.13,2141536,147801
2022-03-09 22:55:00,12.76,4347972,46.69,2012708,50.1,2159445,146737
2022-03-09 22:56:00,12.85,4379530,46.71,2027936,50.08,2174546,146610
2022-03-09 22:56:00,13.09,4460244,46.64,2062464,50.15,2217645,155181
2022-03-09 22:57:00,13.22,4502787,46.68,2083690,50.11,2237137,153447
2022-03-09 22:57:00,13.3,4532791,46.68,2097863,50.1,2251638,153775
2022-03-09 22:57:00,13.41,4570528,46.68,2115279,50.1,2270357,155078
2022-03-09 22:58:00,13.54,4614238,46.66,2134766,50.12,2292837,158071
2022-03-09 22:59:00,13.65,4651218,46.67,2152106,50.11,2310983,158877
2022-03-09 22:59:00,13.91,4738852,46.63,2190955,50.15,2356268,165313
2022-03-09 22:59:00,14.0,4770972,46.61,2204707,50.17,2373402,168695
2022-03-09 23:00:00,14.15,4819733,46.67,2230273,50.11,2394635,164362
2022-03-09 23:01:00,14.34,4885658,46.61,2257764,50.18,2430666,172902
2022-03-09 23:01:00,14.5,4938866,46.59,2281455,50.2,2458101,176646
2022-03-09 23:01:00,14.65,4991821,46.55,2304183,50.23,2486362,182179
2022-03-09 23:02:00,14.72,5014987,46.58,2316213,50.21,2496530,180317
2022-03-09 23:02:00,14.87,5067480,46.53,2338100,50.26,2525228,187128
2022-03-09 23:03:00,14.97,5099203,46.55,2353822,50.24,2540167,186345
2022-03-09 23:03:00,15.11,5148636,46.5,2374073,50.29,2567296,193223
2022-03-09 23:04:00,15.45,5262861,46.66,2434788,50.14,2616435,181647
2022-03-09 23:04:00,15.63,5324354,46.61,2460700,50.19,2649710,189010
2022-03-09 23:05:00,15.8,5383361,46.63,2489269,50.16,2677630,188361
2022-03-09 23:05:00,15.91,5421602,46.62,2506502,50.17,2697033,190531
2022-03-09 23:06:00,16.13,5495947,46.63,2541551,50.15,2733413,191862
2022-03-09 23:06:00,16.23,5529794,46.67,2559073,50.12,2748261,189188
2022-03-09 23:07:00,16.43,5598424,46.73,2594400,50.05,2778734,184334
2022-03-09 23:07:00,16.6,5655699,46.73,2620741,50.06,2807309,186568
2022-03-09 23:08:00,16.8,5724465,46.81,2657427,49.97,2836686,179259
2022-03-09 23:08:00,16.89,5753711,46.81,2670941,49.97,2851236,180295
2022-03-09 23:09:00,17.08,5820212,46.83,2702860,49.95,2883220,180360
2022-03-09 23:09:00,17.27,5885459,46.82,2732823,49.96,2915864,183041
2022-03-09 23:10:00,17.45,5945423,46.84,2761509,49.94,2944802,183293
2022-03-09 23:10:00,17.68,6025496,46.87,2800984,49.9,2982042,181058
2022-03-09 23:11:00,17.76,6049731,46.86,2811545,49.92,2994668,183123
2022-03-09 23:11:00,17.96,6118548,46.86,2843164,49.92,3029173,186009
2022-03-09 23:12:00,18.18,6194000,46.88,2879387,49.9,3065303,185916
2022-03-09 23:12:00,18.32,6242538,46.84,2899623,49.94,3091629,192006
2022-03-09 23:13:00,18.49,6300622,46.81,2924800,49.97,3122429,197629
2022-03-09 23:13:00,18.57,6326022,46.79,2935122,50.0,3136625,201503
2022-03-09 23:14:00,18.84,6420548,46.81,2980642,49.97,3181627,200985
2022-03-09 23:14:00,19.05,6491791,46.86,3016627,49.92,3213574,196947
2022-03-09 23:15:00,19.16,6528939,46.86,3033871,49.92,3232038,198167
2022-03-09 23:15:00,19.39,6607135,46.86,3070744,49.91,3270342,199598
2022-03-09 23:16:00,19.66,6697297,46.85,3111515,49.92,3315788,204273
2022-03-09 23:16:00,19.76,6734071,46.86,3129286,49.91,3333396,204110
2022-03-09 23:16:00,19.96,6800524,46.87,3161010,49.9,3365537,204527
2022-03-09 23:17:00,20.23,6891206,46.89,3204637,49.88,3408963,204326
2022-03-09 23:18:00,20.48,6979036,46.92,3247371,49.85,3450583,203212
2022-03-09 23:18:00,20.7,7052554,46.9,3280781,49.86,3487585,206804
2022-03-09 23:19:00,20.86,7108555,46.94,3309188,49.83,3512726,203538
2022-03-09 23:19:00,20.93,7130824,46.94,3319578,49.82,3523657,204079
2022-03-09 23:19:00,21.01,7157968,46.91,3330211,49.85,3539065,208854
2022-03-09 23:20:00,21.29,7252217,46.87,3371406,49.89,3588147,216741
2022-03-09 23:21:00,21.49,7320462,46.87,3402692,49.89,3622360,219668
2022-03-09 23:21:00,21.67,7383516,46.96,3438527,49.8,3646907,208380
2022-03-09 23:21:00,21.77,7416431,46.96,3453685,49.81,3663252,209567
2022-03-09 23:22:00,22.03,7504429,46.94,3493414,49.82,3707961,214547
2022-03-09 23:23:00,22.26,7584959,46.83,3522828,49.93,3755829,233001
2022-03-09 23:23:00,22.54,7679131,46.83,3566632,49.93,3802523,235891
2022-03-09 23:23:00,22.67,7724011,46.84,3587974,49.92,3824208,236234
2022-03-09 23:24:00,22.85,7785834,46.86,3618707,49.89,3852544,233837
2022-03-09 23:24:00,22.98,7828063,46.89,3640098,49.87,3871469,231371
2022-03-09 23:25:00,23.25,7921591,46.91,3685180,49.85,3916098,230918
2022-03-09 23:25:00,23.52,8015289,46.88,3726535,49.88,3965409,238874
2022-03-09 23:26:00,23.78,8103730,46.88,3767929,49.88,4008822,240893
2022-03-09 23:26:00,24.04,8192261,46.86,3807140,49.9,4054509,247369
2022-03-09 23:27:00,24.12,8218117,46.87,3820091,49.89,4066092,246001
2022-03-09 23:27:00,24.33,8289707,46.88,3854146,49.88,4100929,246783
2022-03-09 23:59:00,37.4,12741676,47.81,6041197,48.85,6173467,132270
2022-03-10 00:00:00,37.8,12877724,47.81,6106783,48.84,6237968,131185
2022-03-10 00:00:00,37.93,12922682,47.83,6130682,48.82,6256853,126171
2022-03-10 00:01:00,38.12,12988049,47.85,6163152,48.81,6286974,123822
2022-03-10 00:01:00,38.32,13054904,47.87,6198267,48.78,6315637,117370
2022-03-10 00:02:00,38.56,13137473,47.92,6243189,48.73,6349471,106282
2022-03-10 00:02:00,38.68,13178546,47.93,6263893,48.72,6368056,104163
2022-03-10 00:03:00,38.86,13238876,47.93,6293673,48.71,6395650,101977
2022-03-10 00:03:00,39.12,13327712,47.92,6334319,48.72,6440314,105995
2022-03-10 00:04:00,39.34,13404488,47.95,6375162,48.69,6472696,97534
2022-03-10 00:04:00,39.51,13460436,47.95,6401114,48.69,6500139,99025
2022-03-10 00:05:00,39.66,13511149,47.96,6426537,48.68,6523595,97058
2022-03-10 00:05:00,39.77,13549729,47.97,6446195,48.67,6540832,94637
2022-03-10 00:05:00,39.87,13583785,47.98,6463493,48.66,6556054,92561
2022-03-10 00:06:00,40.0,13627082,47.99,6485638,48.65,6575501,89863
2022-03-10 00:06:00,40.23,13707151,48.0,6525394,48.64,6612595,87201
2022-03-10 00:07:00,40.51,13801544,48.03,6574418,48.61,6654099,79681
2022-03-10 00:07:00,40.76,13888839,48.02,6615179,48.62,6696739,81560
2022-03-10 00:07:00,40.84,13913986,48.04,6629587,48.6,6706261,76674
2022-03-10 00:08:00,40.95,13953847,48.05,6649349,48.59,6724518,75169
2022-03-10 00:08:00,41.05,13987637,48.05,6665998,48.59,6739952,73954
2022-03-10 00:08:00,41.13,14012534,48.07,6679794,48.57,6749873,70079
2022-03-10 00:09:00,41.26,14058391,48.04,6698327,48.59,6775254,76927
2022-03-10 00:09:00,41.56,14158887,48.02,6743851,48.61,6826472,82621
2022-03-10 00:09:00,41.64,14186548,48.03,6757957,48.61,6838823,80866
2022-03-10 00:10:00,41.75,14224657,48.04,6777122,48.6,6856028,78906
2022-03-10 00:10:00,41.83,14250636,48.05,6790989,48.59,6866735,75746
2022-03-10 00:10:00,41.92,14284330,48.06,6808022,48.58,6881887,73865
2022-03-10 00:10:00,42.01,14312836,48.07,6823150,48.57,6893956,70806
2022-03-10 00:11:00,42.11,14345886,48.06,6837602,48.58,6911160,73558
2022-03-10 00:11:00,42.36,14433475,48.03,6875908,48.6,6956781,80873
2022-03-10 00:12:00,42.53,14490965,48.06,6907325,48.57,6980474,73149
2022-03-10 00:12:00,42.61,14516282,48.07,6919934,48.57,6991889,71955
2022-03-10 00:12:00,42.68,14542584,48.08,6933935,48.56,7003019,69084
2022-03-10 00:12:00,42.8,14580963,48.08,6952987,48.55,7020569,67582
2022-03-10 00:13:00,42.95,14634315,48.08,6977475,48.56,7047376,69901
2022-03-10 00:13:00,43.07,14674040,48.09,6997877,48.55,7064910,67033
2022-03-10 00:14:00,43.32,14760659,48.09,7039605,48.54,7106243,66638
2022-03-10 00:14:00,43.44,14800809,48.09,7058651,48.54,7125509,66858
2022-03-10 00:14:00,43.79,14919286,48.09,7114929,48.54,7182420,67491
2022-03-10 00:15:00,43.85,14941349,48.09,7126355,48.53,7191949,65594
2022-03-10 00:15:00,44.03,15000115,48.1,7155396,48.53,7219030,63634
2022-03-10 00:15:00,44.1,15027079,48.1,7168001,48.53,7232015,64014
2022-03-10 00:16:00,44.31,15096700,48.11,7202829,48.51,7263630,60801
2022-03-10 00:17:00,44.55,15179262,48.11,7243103,48.5,7301907,58804
2022-03-10 00:17:00,44.76,15249175,48.1,7274382,48.52,7337014,62632
2022-03-10 00:18:00,44.92,15304333,48.1,7301199,48.51,7362814,61615
2022-03-10 00:18:00,45.1,15365966,48.06,7324289,48.55,7398819,74530
2022-03-10 00:18:00,45.3,15435642,48.05,7355227,48.57,7434386,79159
2022-03-10 00:19:00,45.56,15524289,48.08,7402550,48.53,7471653,69103
2022-03-10 00:19:00,45.79,15599856,48.08,7437854,48.53,7508497,70643
2022-03-10 00:20:00,46.1,15705515,48.07,7487738,48.53,7559268,71530
2022-03-10 00:20:00,46.33,15784705,48.08,7525567,48.53,7597506,71939
2022-03-10 00:21:00,46.42,15817304,48.08,7541765,48.53,7612321,70556
2022-03-10 00:21:00,46.62,15884312,48.09,7575451,48.52,7642574,67123
2022-03-10 00:22:00,46.84,15958531,48.1,7612976,48.5,7675935,62959
2022-03-10 00:22:00,47.08,16040297,48.1,7650938,48.51,7715709,64771
2022-03-10 00:23:00,47.26,16103694,48.12,7685066,48.48,7742397,57331
2022-03-10 00:23:00,47.57,16208040,48.15,7739944,48.45,7786897,46953
2022-03-10 00:24:00,47.63,16229478,48.17,7752328,48.43,7794876,42548
2022-03-10 00:24:00,47.84,16300664,48.19,7790339,48.41,7824785,34446
2022-03-10 00:25:00,48.03,16363156,48.2,7821150,48.4,7853562,32412
2022-03-10 00:25:00,48.19,16420348,48.2,7849054,48.39,7880303,31249
2022-03-10 00:26:00,48.37,16481508,48.19,7876218,48.41,7911822,35604
2022-03-10 00:26:00,48.56,16546465,48.18,7906438,48.41,7943495,37057
2022-03-10 00:26:00,48.74,16605058,48.2,7937125,48.39,7968652,31527
2022-03-10 00:27:00,48.94,16673679,48.2,7969404,48.4,8002105,32701
2022-03-10 00:28:00,49.25,16781811,48.2,8020997,48.4,8054238,33241
